event_id,anonymous_id,customer_email,event_type,event_timestamp,session_id,page_url
EVT000000013,42a30d47-6ae8-41d0-8642-22c8c4061bba,LOGAN.WALKER1680@PROTONMAIL.COM,checkout_complete,2025-06-11T11:22:00,4d380e3f06b9,/new/sale
EVT000000014,e6d59080-701e-48ac-bad1-5969646a360e,,checkout_start,2024-10-11T23:35:15,8205d445b2e9,/account/checkout
EVT000000015,8f465ddc-4a9c-4677-bd99-3edce8934ed7,luna.martinez892@fastmail.com,checkout_complete,2024-09-30T12:17:37,554c56c25954,/checkout/wishlist
EVT000000016,2974e7d8-6857-4fab-a0b3-6745694a31af,Emerson.Hill75@protonmail.com,checkout_complete,2025-01-22T01:45:11,a162745f0140,/new/support
EVT000000017,c8652565-fb62-4987-a399-71ac0466fc01,cameron.mueller417@gmail.com,search,2024-06-08T10:32:56,ad2d2c1a1231,/new/wishlist
EVT000000018,1e5410f4-5fba-40a0-9f25-dd277b6a7424,,add_to_cart,2025-01-24T03:36:03,7697ac2bd323,/deals/wishlist
EVT000000019,6ccac31b-a141-4180-9141-52fe95db5424,,checkout_complete,2024-10-24T13:26:10,92580f3e1434,/women/accessories
EVT000000020,da870724-61de-4608-8523-3f5e049e7586,,search,2025-04-28T16:15:18,20d3ea634b37,/account/guide
EVT000000021,33ab7c10-6581-472d-b123-72231e2b14c3,,checkout_start,2025-01-15T05:52:03,7876211c228f,/women/wishlist
EVT000000022,76f819ea-c3df-4b10-8d74-deb2d4cbeab3,sam.walker404@yahoo.com,checkout_complete,2024-06-02T09:21:04,a1a5692acd4a,/cart/products
EVT000000023,ed414a69-4ee8-4ed9-8e0d-0761f5417978,,add_to_cart,2026-03-11T04:46:26,f1b1c25253bd,/new/checkout
EVT000000024,48a24719-2578-481c-a241-7f232f52e250,,checkout_start,2024-08-18T06:20:27,1ff244585350,/accessories/category
EVT000000025,68165fd5-ec44-4976-b0e8-f38b68f8daa0,,page_view,2025-02-20T06:49:50,368756a18ae4,/footwear/accessories
EVT000000026,1275762a-2e0e-45d2-bf37-1f0c639a0545,Sana.Hernandez1745@hey.com,checkout_start,2025-08-07T06:42:38,472890a8b7ca,/account/accessories
EVT000000027,40cf5bd3-c20e-461f-b616-d3faa8b225cb,,search,2026-03-02T16:19:26,2d01ffeb77ca,/checkout/accessories
EVT000000028,a06a5546-7fb8-48f2-96e5-a8f403dac555,REESE.ANDERSON131@DUCK.COM,checkout_start,2026-03-03T18:49:18,68865dfc3293,/category/account
EVT000000029,9f7b7ecd-9f3f-4546-ac02-5e3bd540d87d,,checkout_start,2024-11-26T11:43:12,e354d805a5ec,/products/women
EVT000000030,ff6e0766-e8af-466b-849b-088c77f034a2,,checkout_complete,2024-03-14T06:26:51,01ab01dd80ef,/men/search
EVT000000031,5c131504-3421-4d19-87b9-bba60c0015e4,Hana.Mueller1358@icloud.com,checkout_start,2024-12-19T04:08:57,250f838cc4d0,/new/wishlist
EVT000000032,6d6c959e-7157-48b0-9cbb-e0b119bee12f,,add_to_cart,2024-01-06T15:44:58,1a0138168c9b,/women/checkout
EVT000000033,20ec757d-5289-42f1-8631-ac3b5cd9aad6,,checkout_start,2025-01-02T17:18:09,93ecb7d039e9,/accessories/accessories
EVT000000034,e74d5505-a332-4cbc-a078-39a016320bbc,Wei.Singh1948@yahoo.com,checkout_complete,2025-12-31T13:18:39,aa8b8b0794e9,/blog/support
EVT000000035,693b28b8-d43e-4880-bea0-064b50596cbd,,add_to_cart,2026-03-02T17:52:40,a30483eec70b,/checkout/guide
EVT000000036,d1815ba0-c480-4924-952c-4723af27c2f8,,checkout_start,2025-02-10T20:56:15,7fdd3bbe9d09,/support/deals
EVT000000037,45b0c9d9-3799-4e93-909a-c53e3711a1b5,wei.cohen514@duck.com,search,2025-10-31T16:57:46,798e93a0996e,/sale/outerwear
EVT000000038,debe9b48-673b-4246-a11a-446f6c28c600,Reese.Hernandez1821@hey.com,page_view,2024-01-07T20:01:13,18db2a14cb94,/search/blog
EVT000000039,30938624-2c57-4084-bc2d-3af187ce9282,,add_to_cart,2024-02-12T09:30:12,89f48d7e8662,/search/products
EVT000000040,fb38562a-2118-4473-b825-5a4cdde013b2,,add_to_cart,2025-11-22T03:11:35,e8b56cd07dab,/sale/sale
EVT000000041,0eb16ddf-bb50-47f6-9287-c01968e01da8,,page_view,2024-01-02T19:47:40,b3dbc317fb02,/footwear/cart
EVT000000042,60992b3b-169d-4b0e-9e32-b63a4b1f7c9e,,search,2024-01-22T02:46:49,d064f891bfc1,/deals/blog
EVT000000043,bacf3d53-6359-4f88-b6f2-58b686d5319a,,page_view,2026-04-01T02:10:19,129f2f53f6da,/blog/accessories
EVT000000044,8b709f3c-94fe-42a9-b4ec-6c503c52e056,,checkout_start,2024-07-26T08:32:22,4759a0c653ec,/blog/products
EVT000000045,a48393bb-9174-463c-a091-a0226240a410,,search,2024-07-20T08:14:07,35f7908bebd3,/search/deals
EVT000000046,b2ab5dc6-67ed-4336-b801-6f3937e4dbae,,search,2025-06-04T19:23:36,8a0859a93de1,/men/men
EVT000000047,d27fde07-d825-4cbe-b3a5-21edc9192527,,search,2026-03-17T00:28:31,b914f27aa136,/footwear/footwear
EVT000000048,8a155c79-a7d8-4065-af87-ca9ead4ea23e,,checkout_complete,2026-01-24T01:09:05,7f7188104706,/support/sale
EVT000000049,1a88aeec-6741-458e-95df-dcee2e79a36b,,add_to_cart,2024-11-07T15:15:10,8ea0bcc0b607,/men/accessories
EVT000000050,fa8e4e6b-675e-4d89-a5c6-722d0ca54c96,,checkout_complete,2026-03-17T21:39:03,a0918b5b730c,/products/category
EVT000000051,4a5d5df7-6b60-44fc-83eb-5cb2f4c6ec21,jordan.young573@fastmail.com,search,2024-03-26T03:01:16,ba01b4d06d8c,/deals/accessories
EVT000000052,6ea78737-1145-4502-97e3-97c4a43374e3,,page_view,2024-08-11T15:46:25,14bbfac81ee7,/footwear/category
EVT000000053,c93312d0-f9fc-4fc5-867a-38216a2bc441,,add_to_cart,2025-12-10T17:33:49,e03f853085ed,/deals/footwear
EVT000000054,686c3442-0c67-4ef0-bcc6-0e8c8c39dff6,felix.torres229@fastmail.com,checkout_complete,2026-01-20T12:34:20,8e0c78f771b5,/footwear/category
EVT000000055,8c61f975-4b2b-45fd-bf85-0da53970777f,,page_view,2024-08-01T00:14:31,ba804d3b027e,/sale/accessories
EVT000000056,426dd9bc-dca1-4a5b-a505-464ebe09ec1e,ALEX.WRIGHT917@YAHOO.COM,page_view,2024-06-01T13:47:57,4d4c968bfb48,/cart/account
EVT000000057,8c5fc7b7-0e80-415c-a18e-15db70708ca6,taylor.harris1490@hey.com,search,2026-01-21T14:01:22,0fdb39d7ffbc,/new/guide
EVT000000058,777049b8-aefc-41dc-a8e1-83e1abcfd28d,theo.garcia544@icloud.com,checkout_start,2025-10-10T18:10:12,9943149691b1,/outerwear/support
EVT000000059,42856776-2543-4da0-891a-999a255135d2,,search,2025-10-03T09:40:44,217fb82a1acd,/account/account
EVT000000060,f1d5c93f-434b-4ee4-ab1a-2092880820c2,,add_to_cart,2025-04-10T00:56:33,4082be77c156,/blog/cart
EVT000000061,cd0ea9cb-25e3-4733-bf55-1ac9c389008c,,checkout_start,2024-12-31T12:43:28,4691c27d9815,/wishlist/checkout
EVT000000062,bd7cfc5d-6de0-4ee4-9d30-2da028141dea,,checkout_complete,2024-02-08T23:43:34,ceed3320374c,/cart/account
EVT000000063,eaab459e-b6c1-4e04-9743-13a9e1fbafee,,page_view,2024-07-20T16:44:09,90bb21a13a19,/new/accessories
EVT000000064,66b068d5-b663-4e96-9b00-72f7da987cbf,,checkout_complete,2024-12-15T09:04:18,c58fa39d87ec,/cart/account
EVT000000065,085f570c-f31e-45b9-9f80-2dc3f9baf7a5,logan.young280@icloud.com,checkout_complete,2024-05-10T02:20:42,2594075a7c6f,/account/checkout
EVT000000066,f28097ab-15ba-46c7-ab63-ac16cf1443f7,rowan.harris1708@fastmail.com,add_to_cart,2024-05-19T20:15:17,bf17657b23c0,/blog/checkout
EVT000000067,001db5c3-9f7b-4a2a-be37-6b07c993baa2,,checkout_start,2024-11-01T19:50:58,54528cc4c5b6,/checkout/guide
EVT000000068,10ab64d3-3c38-4ad5-a38d-3a0f1bb951de,,checkout_start,2025-02-13T14:51:32,f5cfd11f662c,/cart/account
EVT000000069,e746fce8-1632-4e1f-9c1d-9fe23aa23dfb,zoe.rodriguez504@protonmail.com,add_to_cart,2025-03-26T00:20:48,01b9f4c0915a,/checkout/checkout
EVT000000070,304c8d2f-7bfe-4515-97fc-56623208e5b1,Theo.Singh714@yahoo.com,page_view,2024-12-30T10:43:58,93fcf9e1a69c,/search/accessories
EVT000000071,626db9bc-b7a3-49e3-baf2-c97a0f998dda,,add_to_cart,2026-04-22T22:59:15,4d52dd5914e8,/support/products
EVT000000072,33801450-b42e-434d-8457-b7808ca1bb18,Kendall.Moore1798@icloud.com,checkout_start,2024-08-31T19:29:46,3a368e673094,/blog/checkout
EVT000000073,84809264-ff36-42c5-95a3-fe44f5f2eded,,add_to_cart,2025-07-26T23:18:47,ecde796271b1,/men/outerwear
EVT000000074,85f2c00d-5086-4d57-8dd8-cd01a86ccdfa,,add_to_cart,2025-03-15T18:50:10,76b589a6cd1a,/blog/search
EVT000000075,c910f86b-f9ba-4508-bd31-22148b62c43c,parker.singh1558@outlook.com,page_view,2024-04-26T08:58:06,e81a5c5156e0,/search/search
EVT000000076,d282f2fb-0032-48b0-82e3-b9625b64e5d0,,add_to_cart,2026-02-07T18:11:33,2db606a2c720,/sale/men
EVT000000077,a860ab79-4e3a-461e-8732-5edffb8d6dcf,,search,2024-05-12T06:23:49,3597e86becc2,/products/cart
EVT000000078,36b92671-ce4e-4262-bf1a-b5ea3e67d453,,checkout_complete,2024-03-06T11:12:46,f2232dda706d,/account/men
EVT000000079,78a92a64-1347-4029-ae84-700285fb7e90,,checkout_start,2026-02-02T22:19:55,54a3c2fde55c,/accessories/new
EVT000000080,62563c03-edc0-470e-9295-a08274331a5d,zoe.harris445@gmail.com,page_view,2025-12-17T15:11:02,891c17ae4289,/search/new
EVT000000081,c45d77fd-165c-4503-b80e-d311f10ef777,,add_to_cart,2026-02-12T08:25:43,e15dc317d7c7,/category/account
EVT000000082,227eb25f-dc45-49d2-877f-c469796e41ef,,page_view,2024-06-10T09:35:26,221852afbbdc,/new/sale
EVT000000083,56b161d8-3536-4526-af96-2aa385ca4b98,aiden.mueller895@fastmail.com,add_to_cart,2024-12-31T07:19:19,5def8e480b6f,/accessories/checkout
EVT000000084,6bfec661-dade-4f2b-900c-5c0978f91850,,add_to_cart,2025-03-22T19:52:18,4b8f959dec52,/checkout/sale
EVT000000085,78b4b19c-9bfb-4a36-925d-9693f12cedd9,,checkout_complete,2025-04-06T15:23:16,ecf8abc9c102,/women/cart
EVT000000086,3f607248-29fe-47e9-b9e8-b335eb60ee25,riley.gonzalez508@fastmail.com,search,2024-07-13T14:16:18,4166532c41d2,/new/checkout
EVT000000087,05b4e58b-75b0-4c0b-9d3c-40eae76ef46d,,add_to_cart,2024-12-07T09:10:14,414234eac4f8,/checkout/account
EVT000000088,b3c0b6f4-f15d-46fb-ba56-6b8c6cea52a1,leo.chen983@hey.com,add_to_cart,2024-12-29T16:36:20,0525814e9294,/new/outerwear
EVT000000089,15ac9a43-c9e6-47c9-a50a-ae73c78f9524,Logan.Chen1439@duck.com,checkout_complete,2025-01-03T17:04:12,838fc34ea351,/wishlist/search
EVT000000090,74ce9e1d-c36f-4f74-b375-427889b3588d,,checkout_start,2026-01-05T03:53:29,149f635c2c96,/footwear/support
EVT000000091,ae0baf93-f73f-48c4-b33f-23cfb03c2bdc,,search,2025-05-11T09:15:19,0635697bca4c,/category/sale
EVT000000092,daecd382-063c-4095-9f1e-58f46dbe117d,,checkout_complete,2025-08-09T20:01:45,c6db6eedc0f3,/sale/category
EVT000000093,ddd5b68f-004b-4b1e-bf1d-109f83026f64,,search,2025-08-28T00:24:11,461ece96a2c6,/accessories/products
EVT000000094,f7b54d2b-6f86-42ce-93f3-caaa8eadc1fb,Mira.Scott1929@duck.com,add_to_cart,2026-01-21T10:49:05,7e7a7513d167,/wishlist/sale
EVT000000095,da2d3f17-e34a-4258-8ec8-d14e06b6d10c,kai.white1094@protonmail.com,page_view,2024-09-27T22:37:14,41d1f5af8bf9,/category/search
EVT000000096,1438be23-e096-483b-81e6-6dd31613c452,,checkout_start,2025-12-26T14:06:16,053f62ff87b6,/wishlist/products
EVT000000097,bc114811-638a-43ce-bca8-232a1243f70a,,checkout_start,2025-03-01T01:06:24,32d9f242249b,/new/new
EVT000000098,206fa937-3f87-43ff-98ee-631684e7a406,Morgan.Clark873@fastmail.com,add_to_cart,2024-03-23T07:28:06,14fae543c5ac,/wishlist/products
EVT000000099,92f95a73-a92e-4874-8fc9-7928242c38e6,diego.taylor661@gmail.com,search,2024-08-27T04:55:26,3c7829c9ef15,/search/support
EVT000000100,2ecf31e3-2623-4d31-86b3-670dbb46daff,,add_to_cart,2025-03-20T09:38:46,7ceea4c5bdb6,/account/accessories
EVT000000101,bfae7bc6-3e49-4fea-8d97-02f3aa9e0af1,,checkout_complete,2024-06-30T19:25:51,4d8416a7fc31,/guide/outerwear
EVT000000102,3a003cd3-4853-493d-bc05-fc1441821382,,add_to_cart,2025-12-07T16:39:52,74d7fdb1f942,/deals/guide
EVT000000103,2bff165f-6a7b-4f4b-bf6a-6ac67b69288f,,checkout_complete,2025-07-19T03:53:11,a3b651904efb,/cart/category
EVT000000104,5b39f43d-6f2e-4dda-9e97-7c67db05101b,kendall.thompson534@yahoo.com,checkout_complete,2025-01-23T20:45:57,debc12b1c3f8,/account/outerwear
EVT000000105,36a4d362-8ad9-4cce-b55d-e953b40d12cc,,checkout_start,2024-05-20T07:59:55,4d2adb361cbb,/guide/women
EVT000000106,4bf699c3-f9f8-4efe-8c87-d28f27c22b6a,,search,2026-04-03T20:50:59,521dbb542f97,/accessories/wishlist
EVT000000107,08ec9ed2-b464-4dce-9fcf-84d7fefd7d88,,page_view,2024-12-23T17:48:18,f49a90593c4b,/women/checkout
EVT000000108,d5d27898-5c4c-4e7f-bae7-0a205df747d2,,page_view,2024-11-09T22:49:06,a0502f05bb45,/checkout/account
EVT000000109,93d3ba79-d6f3-4cfb-8a34-9af0caf526d5,,search,2024-04-12T18:24:28,22a5d3b15d1f,/cart/outerwear
EVT000000110,2cc80e29-f28e-4aaa-916a-c6a93652b8f0,,page_view,2026-03-16T09:40:49,6e42bb125621,/new/cart
EVT000000111,ce56dceb-446a-4b5b-a1be-954bde089b1a,,checkout_complete,2025-11-11T17:30:59,281b233be352,/men/women
EVT000000112,3fc08a05-71f2-41d5-9aea-7584a4442db6,jamie.cohen1445@gmail.com,search,2025-03-12T04:01:05,a7002a10fc18,/wishlist/blog
EVT000000113,d68d1e27-ac26-4e1d-b7e6-db0d6227af87,,search,2025-04-27T01:34:06,4eccc62ec9c9,/account/account
EVT000000114,dbda7b05-71ca-47db-b3ad-7bb8a5027de7,,checkout_complete,2024-09-12T07:28:42,a54fcd1faf8f,/wishlist/deals
EVT000000115,59c7eb76-3a8f-4a3c-ab4e-a2f190937937,,search,2024-02-02T02:28:03,5f5ace26d552,/search/guide
EVT000000116,aa389697-3194-42ae-8e5e-165562c9b00f,,search,2024-09-29T01:28:27,21ff226f5480,/deals/wishlist
EVT000000117,ef72e20a-23a6-4bc3-80eb-3f2424b5cacf,,search,2024-04-06T17:39:01,9770788a1263,/accessories/accessories
EVT000000118,b077bc7e-14de-4f19-b7c9-3f65fa3caf92,felix.scott1016@icloud.com,checkout_complete,2024-12-14T16:16:32,a2a27de3e9a5,/category/accessories
EVT000000119,18ec98ae-e3d8-4ebb-aa52-1412e3acca82,,page_view,2025-08-01T11:00:59,333407cfcfa1,/deals/guide
EVT000000120,201cece2-c884-4b02-970a-e67d134c74fd,,page_view,2024-05-21T14:30:13,c306cbbc3fd6,/sale/account
EVT000000121,8bc9a341-b8b1-4901-a64f-8dad64f9aae3,,checkout_complete,2025-04-23T00:35:48,6ca5c4d0178d,/new/new
EVT000000122,fab3e0ab-906e-49c2-9075-2fab4f73d037,,page_view,2025-05-05T23:21:24,4b85bb6f0ebb,/footwear/deals
EVT000000123,585f5a87-b643-48fc-a5b3-b842eda2b73f,,checkout_complete,2025-02-19T13:30:19,8d9af184bb45,/accessories/guide
EVT000000124,411f6c01-dcd1-4470-8c70-2446f0a08c9b,diego.allen157@protonmail.com,checkout_start,2025-01-25T17:30:08,86fa15ba5f68,/wishlist/women
EVT000000125,481fab98-a23a-4e0e-a3cc-eed049617329,wei.cohen514@duck.com,checkout_complete,2025-06-12T00:33:47,1128f530da9f,/account/deals
EVT000000126,69353c22-aa5a-45ef-9ff0-6be2fa724736,,checkout_complete,2024-09-28T23:54:48,6476e0f5cd0a,/cart/women
EVT000000127,863d09a0-1b9d-4d4d-825c-f98923cf4e62,amara.martin1063@icloud.com,checkout_start,2024-01-21T07:42:00,f8fbf4481d50,/deals/accessories
EVT000000128,77176d25-b6b3-49b2-affd-f3bfe3c21857,leo.allen155@outlook.com,add_to_cart,2025-12-30T03:49:00,ab6f383d10c3,/support/blog
EVT000000129,34f08519-d35f-4623-a3f3-adc574ced40a,,page_view,2026-02-15T08:42:47,824409eabca4,/account/women
EVT000000130,4a8f7e7a-9dde-48b6-9770-0c754558ecbc,,checkout_start,2025-07-11T21:21:10,783b2443bb36,/new/support
EVT000000131,ff72cff6-d714-4721-accf-2fa9e6bd9ba3,aiden.taylor781@icloud.com,add_to_cart,2024-09-24T07:08:29,a506be1bd29b,/women/cart
EVT000000132,94df8c62-1c87-40e0-b161-1816c437044c,morgan.rossi1013@hey.com,page_view,2025-12-03T09:46:57,a0538b3a86c8,/wishlist/sale
EVT000000133,97198ad7-0db0-45ba-a9ce-e1d16732234b,,checkout_complete,2024-04-13T23:55:20,db89ece00f8b,/outerwear/women
EVT000000134,64a26d0a-9d32-454b-a119-c9d4e5b5812a,jamie.smith1576@icloud.com,checkout_complete,2025-08-18T05:04:20,360a416f496c,/deals/support
EVT000000135,049cb228-bc2b-46ca-a2b5-6d8595d01734,blair.lee274@yahoo.com,search,2024-07-27T12:23:19,4f29522fc4bd,/account/deals
EVT000000136,d49fad10-4e81-40b6-88f3-a30238344256,,checkout_start,2026-04-27T07:54:43,208233e2d048,/new/footwear
EVT000000137,bd350bb0-440a-4f0b-b134-3dfd663ea441,,add_to_cart,2025-01-27T12:05:21,1fa57a8f4e88,/support/new
EVT000000138,e8d2e9db-3705-49c1-95a1-3f7200ecf81f,,search,2026-02-16T01:06:25,5e1063e33e47,/support/women
EVT000000139,498d1fd2-8a89-4c8c-a664-ccfd88abeb64,,checkout_start,2024-08-26T05:47:46,5ee90a4d7088,/women/deals
EVT000000140,b5128a9d-8828-4f9d-a4ba-1f344444d3e7,,checkout_start,2026-01-15T16:50:49,ad60c4cd8979,/cart/wishlist
EVT000000141,cd5e5b45-6fd9-40bc-baaa-9f6a33b4d444,aiden.lopez1993@gmail.com,page_view,2024-04-08T22:59:22,537f1217f59d,/checkout/women
EVT000000142,9fe2403c-5589-4c11-a9aa-ccd048d4633c,,checkout_complete,2025-03-03T14:41:51,53a915068fde,/blog/support
EVT000000143,4af701f0-e3c5-492d-971e-4328c73318c8,,add_to_cart,2024-12-15T23:29:42,ba720371de43,/women/wishlist
EVT000000144,288db92d-73ec-4e58-b075-3f05a62032d2,,search,2026-04-22T13:25:26,b7d34d8781b2,/account/blog
EVT000000145,cb124057-3232-4a98-8e51-ee98710ad6a0,,checkout_complete,2024-06-23T00:57:16,c91b66f0ea57,/men/men
EVT000000146,6175b11e-8d21-4654-872e-45a6d8f8b7a4,reese.green1965@hey.com,add_to_cart,2026-02-05T11:51:31,2d22bd301d32,/sale/search
EVT000000147,fb5adaea-3048-4c4d-a811-d233b1181946,ivan.lewis1686@protonmail.com,search,2025-02-17T18:55:19,73f143efa40d,/accessories/deals
EVT000000148,91abdade-3967-48a2-a2b8-c21d38a80a43,,search,2025-12-29T19:43:09,579c48a98354,/wishlist/account
EVT000000149,f3beaa4f-05cf-4651-87c1-1e2fad9b188f,kendall.hernandez1515@yahoo.com,search,2025-03-28T02:02:18,b76084263320,/women/cart
EVT000000150,6a0a422f-bd73-4c95-bbe3-4332518e5d8a,,search,2024-09-20T21:53:50,2f1c3a325123,/footwear/outerwear
EVT000000151,665a380e-140f-4f62-b754-30dee9f2c5c6,kendall.nguyen525@protonmail.com,search,2025-12-05T13:41:05,aa3df3e035e5,/deals/search
EVT000000152,9eddcd4e-8308-4039-b02d-f477ceb141d6,,search,2024-10-14T17:42:46,e38e1a4a2a3c,/blog/wishlist
EVT000000153,c36161c5-ae1e-42c1-be0c-5288cdd3604a,nora.khan182@yahoo.com,checkout_start,2026-02-22T10:08:08,a4682ff71786,/women/accessories
EVT000000154,5527cd65-48cd-4c52-a734-004f0aef5494,,checkout_complete,2026-02-28T14:24:32,69b7c4b766cd,/support/deals
EVT000000155,2b3f8223-7a54-4f91-aada-3abaf41f6999,,page_view,2024-07-13T06:56:21,85077676a591,/account/cart
EVT000000156,db029701-b724-40f1-af0f-14f2e8ef0ed6,ravi.scott954@hey.com,page_view,2025-08-30T18:56:43,a33a1e456368,/category/search
EVT000000157,07e9abe0-afff-43d8-99fc-a23f46fc67e2,owen.singh378@protonmail.com,search,2024-01-21T23:49:19,56a94ccff6e3,/account/account
EVT000000158,458661ca-a150-48b2-983b-e326e643e193,,checkout_start,2024-01-23T14:42:27,085dccd69ec8,/women/sale
EVT000000159,daf77490-33f8-4701-ae51-8ffc3f8fa707,nora.sanchez1971@gmail.com,page_view,2026-02-02T06:51:22,83f2574a8aff,/women/sale
EVT000000160,aa002c9a-9812-4e71-bcf8-51a580e98f19,,add_to_cart,2024-04-21T02:17:34,85e3d19f6933,/women/support
EVT000000161,454ef4d0-7698-4cf5-a9ff-dfb5df307c0c,julia.clark159@gmail.com,add_to_cart,2024-06-17T20:57:39,99741ba96daf,/new/outerwear
EVT000000162,473b6a44-fc1c-4a39-8b2e-558f62c23faf,Stella.Nguyen1022@icloud.com,page_view,2025-06-13T08:42:49,93515954868c,/outerwear/sale
EVT000000163,8cee7ea6-5dd2-4daa-8fb7-b18e990cd2b5,,checkout_complete,2024-06-19T16:17:02,9ce9f76d987f,/guide/sale
EVT000000164,05854e85-c010-4161-bde0-8e0444a3ab6d,,search,2025-08-11T07:28:50,d35c72bab8ef,/search/cart
EVT000000165,157fc8f8-ad45-4099-b866-73f558c76b6e,,search,2024-02-15T22:18:02,484db75a7a1f,/wishlist/deals
EVT000000166,1530ba00-a4c5-419f-8f05-a2f004a0b59a,,add_to_cart,2025-12-05T22:56:07,a78e4bb11fd5,/footwear/account
EVT000000167,d8dfcab2-2930-4cbd-9aa7-ef2a0bd71401,reese.wright839@hey.com,page_view,2025-12-12T03:15:55,ff6916c408eb,/deals/category
EVT000000168,6f4fcc37-4c82-44fc-8444-78cf395c161b,,page_view,2025-02-23T15:50:23,d3b6f632d94e,/women/guide
EVT000000169,bbf95a61-dcbb-40ca-877b-e7a5290abdf1,,add_to_cart,2025-01-28T06:52:39,bb931d3674ba,/women/deals
EVT000000170,2f1e193b-9c79-4d89-bc80-22ce6f94e458,Priya.Martinez905@icloud.com,add_to_cart,2026-03-25T17:23:50,4cac24339458,/products/products
EVT000000171,d0816d2c-f4c9-48be-be6c-bc468f4c8d23,yuki.nakamura1350@gmail.com,checkout_start,2026-01-30T13:49:32,df9eb81c3275,/cart/category
EVT000000172,4cc5a1ae-d364-4308-ac47-47e9875fb8cf,iris.anderson418@gmail.com,checkout_start,2025-11-02T08:05:42,90c7054942e2,/women/new
EVT000000173,65b72086-6f0e-46a9-87eb-8d3e5426adb1,amara.thomas1914@icloud.com,checkout_complete,2025-02-07T23:57:58,1937042b8f6f,/blog/men
EVT000000174,5c586b95-9543-468f-b9b9-e6d443780940,,checkout_start,2025-07-11T11:57:54,34306fb548e9,/cart/category
EVT000000175,66160efd-69a8-42a0-bffa-6dce8c6e764d,cameron.anderson1455@gmail.com,checkout_start,2025-12-05T23:02:03,25f57e30ec13,/guide/products
EVT000000176,261f3969-5d1e-4ab4-8a39-35be8b40714d,,search,2024-09-16T05:44:04,c6f2e6640456,/blog/account
EVT000000177,d83200b2-5377-4e45-87ce-f88d9789d091,rowan.harris779@protonmail.com,search,2024-06-24T11:27:50,6b0a21b1cff0,/checkout/blog
EVT000000178,6ffdebed-cd5e-4ffa-a496-eb7293333f9d,ezra.flores31@hey.com,page_view,2025-03-12T06:17:05,8d86c2c0f083,/category/checkout
EVT000000179,5f04b047-299c-4198-b7c1-e92160026ae8,,page_view,2025-03-23T16:13:01,53700dcfac8a,/guide/accessories
EVT000000180,be38ad24-9fb9-4ee2-a9fe-f5a378de39b0,,add_to_cart,2024-10-03T08:01:00,b46b2bfa0761,/checkout/guide
EVT000000181,938fbc7c-bb87-49dc-bccf-3bc3ca1b0bee,,search,2026-03-05T18:48:40,2909eea3700f,/footwear/wishlist
EVT000000182,e4aeb2a8-ecb0-4e93-9ad4-3cc080f82b5b,,add_to_cart,2026-04-24T14:41:46,22ab4ca0bd18,/wishlist/cart
EVT000000183,aa3cd971-1c2f-4207-8bae-07f2f16aa746,,checkout_complete,2026-03-15T16:54:12,88d779ec61cb,/sale/guide
EVT000000184,9595bc72-788a-468e-830c-5fea91b7960b,,page_view,2024-08-21T00:59:20,0136dc51a680,/checkout/footwear
EVT000000185,e7af03d2-e3ac-40bc-a35f-193e3c196e52,,search,2024-02-08T12:06:10,bb99beffedea,/search/outerwear
